timestamp,package,Unnamed: 0
202210100905,android,36999
202210100906,android,295956
202210100908,android,36989
202210100908,com.samsung.android.app.smartcapture,36990
202210100909,com.sec.android.app.music,73975
202210100910,android,36986
202210100912,com.samsung.android.app.smartcapture,36985
202210100913,com.samsung.android.app.smartcapture,73963
202210100913,com.sec.android.app.music,73967
202210100914,android,36980
202210100914,com.sec.android.app.music,295804
202210100917,android,147878
202210100917,com.sec.android.app.music,73933
202210100921,com.sec.android.app.music,73929
202210100922,android,73907
202210100922,com.sec.android.app.music,73923
202210100922,com.whatsapp,1699095
202210100923,android,73818
202210100923,com.whatsapp,1033137
202210100925,android,147499
202210100925,com.sec.android.app.music,331902
202210100926,com.whatsapp,294932
202210100927,android,147436
202210100927,com.whatsapp,73721
202210100929,com.sec.android.app.music,73711
202210100931,android,36854
202210100931,com.sec.android.app.music,73705
202210100932,android,36851
202210100933,com.sec.android.app.shealth,36850
202210100934,android,257922
202210100934,com.sec.android.app.music,73683
202210100935,com.whatsapp,147354
202210100937,com.whatsapp,73671
202210100938,com.samsung.android.app.smartcapture,36834
202210100938,com.sec.android.app.music,73665
202210100940,android,36830
202210100940,com.samsung.android.app.smartcapture,36831
202210100940,com.sec.android.app.music,478699
202210100943,com.sec.android.app.music,73631
202210100947,com.sec.android.app.music,625702
202210100951,android,110382
202210100951,com.sec.android.app.music,73593
202210100954,android,36792
202210100954,com.sec.android.app.music,73581
202210100958,android,36789
202210100958,com.sec.android.app.music,147142
202210100958,com.sec.android.app.shealth,36788
202210100959,com.sec.android.app.music,1066301
202210101002,com.sec.android.app.music,73507
202210101003,android,36752
202210101004,android,73501
202210101006,com.sec.android.app.music,73497
202210101008,com.sec.android.app.shealth,36747
202210101010,android,73491
202210101010,com.sec.android.app.music,73487
202210101012,com.sec.android.app.shealth,110223
202210101013,com.samsung.android.oneconnect,257105
202210101013,com.sec.android.app.music,293860
202210101013,com.sec.android.app.shealth,36739
202210101015,com.sec.android.app.shealth,770973
202210101016,com.sec.android.app.shealth,36702
202210101018,com.sec.android.app.shealth,36701
202210101026,android,73397
202210101026,com.osp.app.signin,36696
202210101026,com.sec.android.app.music,73397
202210101030,android,146755
202210101030,com.sec.android.app.music,183455
202210101030,com.sec.android.app.shealth,36695
202210101033,com.sec.android.app.music,73369
202210101035,com.sec.android.app.shealth,220083
202210101037,com.sec.android.app.music,73353
202210101040,com.sec.android.app.music,73349
202210101041,com.sec.android.app.music,73345
202210101041,com.sec.android.app.shealth,36671
202210101045,com.sec.android.app.music,110007
202210101045,com.sec.android.app.shealth,36663
202210101045,com.whatsapp,146662
202210101049,com.sec.android.app.music,73323
202210101051,com.sec.android.app.music,73319
202210101053,com.sec.android.app.music,109971
202210101055,com.sec.android.app.music,73233
202210101055,com.sec.android.app.shealth,3879729
202210101056,android,36547
202210101056,com.google.android.googlequicksearchbox,73059
202210101056,com.samsung.android.oneconnect,109602
202210101056,com.sec.android.app.music,73078
202210101056,com.sec.android.app.shealth,36546
202210101056,com.whatsapp,621065
202210101057,android,36472
202210101057,com.google.android.googlequicksearchbox,73015
202210101057,com.latuabancaperandroid,73023
202210101057,com.osp.app.signin,36506
202210101057,com.whatsapp,1605809
202210101058,com.sec.android.app.shealth,36471
202210101103,android,36470
202210101104,org.telegram.messenger,72937
202210101105,android,182315
202210101105,org.telegram.messenger,72933
202210101106,android,72911
202210101106,com.sec.android.app.shealth,291644
202210101108,android,36450
202210101108,com.sec.android.app.music,437266
202210101108,com.sec.android.app.shealth,218663
202210101109,com.samsung.android.oneconnect,145702
202210101109,com.sec.android.app.music,145718
202210101110,org.telegram.messenger,72845
202210101112,com.samsung.android.oneconnect,109239
202210101112,com.sec.android.app.shealth,254926
202210101113,android,72809
202210101113,com.whatsapp,218451
202210101114,android,145606
202210101114,com.whatsapp,145590
202210101120,com.samsung.android.email.provider,36395
202210101130,com.samsung.android.messaging,36394
202210101144,com.samsung.android.email.provider,36392
202210101144,com.samsung.android.messaging,36393
202210101144,com.whatsapp,72781
202210101152,com.android.bluetooth,109164
202210101153,com.android.bluetooth,36386
202210101205,com.android.bluetooth,36385
202210101206,android,36379
202210101206,com.android.bluetooth,36384
202210101206,com.samsung.android.oneconnect,145526
202210101207,com.whatsapp,72755
202210101215,android,36376
202210101215,com.google.android.googlequicksearchbox,72749
202210101216,com.linkedin.android,72745
202210101224,com.whatsapp,72741
202210101229,com.whatsapp,72737
202210101234,android,36367
202210101239,com.whatsapp,72731
202210101240,com.samsung.android.oneconnect,72725
202210101240,com.sec.android.app.shealth,36364
202210101241,com.android.systemui,218151
202210101242,com.android.systemui,327159
202210101243,com.android.systemui,363415
202210101244,com.android.systemui,326988
202210101245,com.android.systemui,254268
202210101246,com.android.systemui,326832
202210101246,com.whatsapp,72633
202210101247,com.android.systemui,363020
202210101247,com.whatsapp,181510
202210101248,com.android.systemui,362895
202210101249,com.android.systemui,362751
202210101249,com.whatsapp,290208
202210101250,com.android.systemui,253841
202210101251,com.android.systemui,398792
202210101251,com.google.android.googlequicksearchbox,72497
202210101252,com.android.systemui,253701
202210101253,com.android.systemui,253652
202210101254,com.android.systemui,289822
202210101254,com.whatsapp,108675
202210101255,com.android.systemui,325953
202210101256,com.android.systemui,325872
202210101257,com.android.systemui,325791
202210101258,com.android.systemui,361895
202210101259,com.android.systemui,325620
202210101300,com.android.systemui,217035
202210101301,com.android.systemui,216999
202210101302,android,36159
202210101302,com.android.systemui,144646
202210101302,com.samsung.android.oneconnect,108471
202210101303,com.sec.android.app.shealth,180765
202210101304,com.sec.android.app.shealth,361455
202210101304,com.whatsapp,758730
202210101305,android,108264
202210101305,com.whatsapp,2129223
202210101306,android,324157
202210101306,com.google.android.googlequicksearchbox,72059
202210101306,com.linkedin.android,36028
202210101306,com.whatsapp,2089331
202210101307,android,179744
202210101307,com.whatsapp,2157331
202210101308,android,107666
202210101308,com.whatsapp,2081746
202210101309,android,143334
202210101309,com.whatsapp,2113956
202210101310,android,143107
202210101310,com.whatsapp,2074478
202210101311,android,71422
202210101311,com.whatsapp,2142319
202210101312,android,71324
202210101312,com.whatsapp,2102960
202210101313,com.whatsapp,2063901
202210101314,android,142178
202210101314,com.whatsapp,2131326
202210101315,com.whatsapp,2092258
202210101316,android,35382
202210101316,com.whatsapp,2053395
202210101317,android,141441
202210101317,com.whatsapp,2085105
202210101318,com.whatsapp,2081579
202210101319,android,35246
202210101319,com.whatsapp,704815
202210101320,com.microsoft.skydrive,316996
202210101320,com.whatsapp,528248
202210101321,com.microsoft.skydrive,316818
202210101329,android,105584
202210101329,com.android.systemui,105583
202210101330,android,35188
202210101330,com.android.systemui,211107
202210101330,com.samsung.android.oneconnect,105570
202210101331,android,35181
202210101331,com.android.systemui,175890
202210101332,com.android.systemui,211035
202210101333,com.android.systemui,316485
202210101334,com.android.systemui,281252
202210101335,com.android.systemui,316332
202210101336,com.android.systemui,245980
202210101337,com.android.systemui,281060
202210101338,com.android.systemui,210753
202210101339,com.android.systemui,245833
202210101340,com.android.systemui,245784
202210101341,com.android.systemui,245735
202210101342,com.android.systemui,210591
202210101343,com.android.systemui,210555
202210101344,com.android.systemui,210519
202210101345,com.android.systemui,175405
202210101346,com.android.systemui,175380
202210101347,com.android.systemui,175355
202210101348,com.android.systemui,140266
202210101349,com.android.systemui,175310
202210101350,com.android.systemui,140230
202210101351,com.android.systemui,105162
202210101352,com.android.systemui,140202
202210101353,com.android.systemui,105141
202210101354,com.android.systemui,140174
202210101355,com.android.systemui,105120
202210101356,com.android.systemui,105111
202210101357,com.android.systemui,105102
202210101358,com.android.systemui,105093
202210101359,com.android.systemui,105084
202210101400,com.android.systemui,140098
202210101401,com.android.systemui,105063
202210101402,com.android.systemui,105054
202210101403,com.android.systemui,70031
202210101404,com.android.systemui,105039
202210101405,com.android.systemui,105030
202210101406,com.android.systemui,105021
202210101407,com.android.systemui,105012
202210101408,com.android.systemui,70003
202210101409,com.android.systemui,139994
202210101410,com.android.systemui,34996
202210101415,com.whatsapp,139974
202210101416,com.whatsapp,69981
202210101423,com.microsoft.skydrive,314865
202210101430,com.sec.android.app.clockpackage,69959
202210101432,com.google.android.youtube,34978
202210101439,com.google.android.googlequicksearchbox,69953
202210101500,com.sec.android.app.clockpackage,139894
202210101507,com.linkedin.android,69941
202210101508,android,69933
202210101508,com.google.android.youtube,34968
202210101508,com.linkedin.android,34967
202210101508,com.sec.android.app.clockpackage,69931
202210101515,android,34959
202210101515,com.google.android.googlequicksearchbox,69911
202210101515,com.sec.android.app.clockpackage,139846
202210101515,com.whatsapp,69915
202210101519,android,34954
202210101520,android,69905
202210101521,android,34951
202210101523,android,69885
202210101523,com.linkedin.android,69879
202210101523,com.microsoft.skydrive,314505
202210101523,com.samsung.android.oneconnect,104811
202210101523,com.sec.android.app.shealth,174660
202210101524,com.microsoft.skydrive,314325
202210101528,android,69839
202210101528,com.sec.android.app.shealth,34918
202210101540,com.google.android.gm,69833
202210101541,com.google.android.gm,69829
202210101545,com.sec.android.app.shealth,34913
202210101547,com.samsung.android.email.provider,34912
202210101548,com.google.android.googlequicksearchbox,69821
202210101548,com.linkedin.android,34909
202210101548,com.samsung.android.email.provider,34908
202210101554,com.sec.android.app.shealth,69813
202210101558,com.sec.android.app.shealth,139614
202210101607,com.sec.android.app.shealth,488523
202210101608,com.android.systemui,174425
202210101609,com.android.systemui,174400
202210101610,com.android.systemui,174375
202210101611,com.android.systemui,139482
202210101612,com.android.systemui,34868
202210101621,android,69733
202210101621,com.sec.android.app.shealth,34865
202210101625,android,69727
202210101626,android,34856
202210101626,com.sec.android.app.music,104583
202210101626,com.sec.android.app.shealth,139429
202210101627,com.microsoft.skydrive,313641
202210101627,com.samsung.android.oneconnect,243867
202210101627,com.sec.android.app.music,209027
202210101627,com.sec.android.app.shealth,34854
202210101628,android,34826
202210101628,com.sec.android.app.music,139318
202210101628,com.sec.android.app.shealth,34827
202210101629,android,34773
202210101629,com.sec.android.app.shealth,1844346
202210101630,android,34768
202210101630,com.sec.android.app.music,69417
202210101630,com.sec.android.app.shealth,3471975
202210101631,com.sec.android.app.shealth,4187568
202210101632,com.sec.android.app.shealth,2277957
202210101633,com.sec.android.app.music,68961
202210101635,android,34479
202210101635,com.sec.android.app.shealth,206853
202210101636,com.sec.android.app.music,137874
202210101636,com.sec.android.app.shealth,68943
202210101637,android,34466
202210101638,android,34465
202210101639,android,172305
202210101639,com.android.chrome,34459
202210101639,com.sec.android.app.shealth,34463
202210101640,android,344505
202210101640,com.android.chrome,68905
202210101640,com.sec.android.app.music,68897
202210101641,android,34442
202210101641,com.android.chrome,34443
202210101644,com.sec.android.app.music,68881
202210101647,android,34439
202210101647,com.google.android.gm,68871
202210101647,com.sec.android.app.music,68875
202210101648,android,34432
202210101648,com.google.android.gm,68867
202210101650,com.sec.android.app.music,68861
202210101653,com.sec.android.app.music,68857
202210101655,android,34427
202210101656,com.sec.android.app.music,68851
202210101658,android,34424
202210101659,android,34423
202210101659,com.sec.android.app.music,68843
202210101701,com.samsung.android.messaging,68839
202210101702,android,34416
202210101702,com.sec.android.app.music,68835
202210101702,com.sec.android.app.shealth,378510
202210101703,com.sec.android.app.music,68806
202210101703,com.sec.android.app.shealth,240794
202210101705,com.sec.android.app.music,68789
202210101707,android,68766
202210101707,com.sec.android.app.shealth,687649
202210101708,com.sec.android.app.music,68741
202210101709,android,34353
202210101709,com.samsung.android.oneconnect,137430
202210101709,com.sec.android.app.music,309225
202210101709,com.sec.android.app.shealth,343476
202210101709,com.whatsapp,137470
202210101710,android,34318
202210101710,com.sec.android.app.shealth,720915
202210101710,com.whatsapp,137308
202210101712,com.sec.android.app.shealth,34315
202210101713,android,68625
202210101713,com.whatsapp,68625
202210101714,android,34301
202210101714,com.microsoft.skydrive,308754
202210101715,android,34300
202210101715,com.whatsapp,68597
202210101716,android,171465
202210101716,com.whatsapp,68593
202210101717,android,34290
202210101722,com.whatsapp,137150
202210101723,android,34285
202210101723,com.whatsapp,68567
202210101724,com.google.android.googlequicksearchbox,68563
202210101725,android,34278
202210101725,com.sec.android.app.shealth,102836
202210101728,com.whatsapp,205641
202210101729,com.google.android.googlequicksearchbox,68535
202210101729,com.whatsapp,68539
202210101730,android,102789
202210101730,com.whatsapp,137052
202210101731,android,102768
202210101731,com.whatsapp,68517
202210101735,android,34254
202210101736,android,34253
202210101740,android,34252
202210101741,android,34251
202210101747,android,34250
202210101748,android,34249
202210101802,android,34248
202210101805,android,34247
202210101818,android,68491
202210102233,android,68486
202210102233,com.baviux.pillreminder,34243
202210102234,android,68480
202210102234,com.android.systemui,205415
202210102234,com.sec.android.app.shealth,34238
202210102235,com.android.systemui,342275
202210102236,com.android.systemui,205317
202210102237,com.android.systemui,205281
202210102238,com.android.systemui,307854
202210102239,com.android.systemui,341965
202210102240,com.android.systemui,273500
202210102241,com.android.systemui,273436
202210102242,com.android.systemui,341705
202210102243,com.android.systemui,273292
202210102244,com.android.systemui,307377
202210102245,com.android.systemui,273156
202210102246,com.android.systemui,341355
202210102247,android,68248
202210102247,com.android.systemui,273007
202210102248,com.android.systemui,272932
202210102249,com.android.systemui,306972
202210102250,com.android.systemui,238672
202210102250,com.whatsapp,238679
202210102251,android,170409
202210102251,com.android.systemui,238593
202210102252,android,170343
202210102252,com.android.systemui,170309
202210102252,com.microsoft.skydrive,306522
